,activeaddresses,exchangevolume(usd),marketcap(usd),mediantxvalue(usd),price(usd),txcount,txvolume(usd)
2018-01-09,2.0,,,,,2.0,
2018-01-10,,,,,,,
2018-01-11,,,,,,,
2018-01-12,,,,,,,
2018-01-13,,,,,,,
2018-01-14,,,,,,,
2018-01-15,,,,,,,
2018-01-16,,,,,,,
2018-01-17,,,,,,,
2018-01-18,,,,,,,
2018-01-19,,,,,,,
2018-01-20,,,,,,,
2018-01-21,,,,,,,
2018-01-22,,,,,,,
2018-01-23,,,,,,,
2018-01-24,,,,,,,
2018-01-25,,,,,,,
2018-01-26,,,,,,,
2018-01-27,,,,,,,
2018-01-28,,,,,,,
2018-01-29,,,,,,,
2018-01-30,,,,,,,
2018-01-31,,,,,,,
2018-02-01,,,,,,,
2018-02-02,,,,,,,
2018-02-03,,,,,,,
2018-02-04,,,,,,,
2018-02-05,,,,,,,
2018-02-06,,,,,,,
2018-02-07,,,,,,,
2018-02-08,,,,,,,
2018-02-09,,,,,,,
2018-02-10,,,,,,,
2018-02-11,,,,,,,
2018-02-12,,,,,,,
2018-02-13,,,,,,,
2018-02-14,,,,,,,
2018-02-15,,,,,,,
2018-02-16,,,,,,,
2018-02-17,,,,,,,
2018-02-18,,,,,,,
2018-02-19,,,,,,,
2018-02-20,,,,,,,
2018-02-21,,,,,,,
2018-02-22,2.0,,,,,2.0,
2018-02-23,,,,,,,
2018-02-24,,,,,,,
